api-1  | [32m2026-03-25 09:34:21[0m | [1mINFO    [0m | [36mapp.services.reporting_service[0m:[36mgenerate_daily_report[0m:[36m82[0m | [1mDaily fleet report generated: app/storage/reports/report_20260325_093420.json[0m
api-1  | INFO:     127.0.0.1:40880 - "GET / HTTP/1.1" 200 OK
redis-1     | 1:M 25 Mar 2026 09:34:03.034 * Running mode=standalone, port=6379.
redis-1     | 1:M 25 Mar 2026 09:34:03.037 * Server initialized
redis-1     | 1:M 25 Mar 2026 09:34:03.037 * Ready to accept connections tcp
redis-1     | 1:signal-handler (1774431326) Received SIGTERM scheduling shutdown...
redis-1     | 1:M 25 Mar 2026 09:35:26.755 * User requested shutdown...
redis-1     | 1:M 25 Mar 2026 09:35:26.755 * Saving the final RDB snapshot before exiting.
redis-1     | 1:M 25 Mar 2026 09:35:26.797 * DB saved on disk
redis-1     | 1:M 25 Mar 2026 09:35:26.797 # Redis is now ready to exit, bye bye...
redis-1     | 1:C 25 Mar 2026 09:38:03.460 * oO0OoO0OoO0Oo Redis is starting oO0OoO0OoO0Oo
redis-1     | 1:C 25 Mar 2026 09:38:03.460 * Redis version=7.4.8, bits=64, commit=00000000, modified=0, pid=1, just started
redis-1     | 1:C 25 Mar 2026 09:38:03.460 # Warning: no config file specified, using the default config. In order to specify a config file use redis-server /path/to/redis.conf
redis-1     | 1:M 25 Mar 2026 09:38:03.461 * monotonic clock: POSIX clock_gettime
redis-1     | 1:M 25 Mar 2026 09:38:03.462 * Running mode=standalone, port=6379.
redis-1     | 1:M 25 Mar 2026 09:38:03.462 * Server initialized
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * Loading RDB produced by version 7.4.8
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * RDB age 157 seconds
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * RDB memory usage when created 1.00 Mb
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * Done loading RDB, keys loaded: 0, keys expired: 0.
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * DB loaded from disk: 0.000 seconds
redis-1     | 1:M 25 Mar 2026 09:38:03.463 * Ready to accept connections tcp
